input           | target          | original0       <-> cbow_mean_lstm0 || best model: 0:first, 1:second
Carl            | Craig           | 9.07655715942   <-> 8.88148498535   || 1
Craig           | </s>            | 2.66170024872   <-> 1.64555776119   || 1
<s>             | de              | 1.93006515503   <-> 1.7777159214    || 1
de              | nieuwe          | 5.04132652283   <-> 4.5133767128    || 1
nieuwe          | Franse          | 6.63556957245   <-> 6.0514922142    || 1
Franse          | lichting        | 9.47232627869   <-> 8.91683197021   || 1
lichting        | komt            | 7.2183713913    <-> 7.77257919312   || 0
komt            | met             | 3.34148812294   <-> 4.00060939789   || 0
met             | een             | 1.65209627151   <-> 1.65133595467   || 1
een             | busje           | 10.111369133    <-> 10.3791952133   || 0
busje           | en              | 3.1855340004    <-> 2.89561629295   || 1
en              | schuift         | 10.3344488144   <-> 10.0145425797   || 1
schuift         | met             | 4.39025020599   <-> 4.14862346649   || 1
met             | de              | 1.73695957661   <-> 1.73352313042   || 1
de              | nodige          | 7.40931224823   <-> 6.58216905594   || 1
nodige          | fierheid        | 11.0954961777   <-> 11.0441360474   || 1
fierheid        | <UNK>           | 3.92081451416   <-> 4.47834205627   || 0
<UNK>           | naar            | 5.39989757538   <-> 4.84010648727   || 1
naar            | voren           | 6.2048664093    <-> 5.60821866989   || 1
voren           | </s>            | 0.886629343033  <-> 0.891230046749  || 0
<s>             | het             | 2.74325728416   <-> 2.6684679985    || 1
het             | trio            | 7.07755756378   <-> 6.56317806244   || 1
trio            | mengt           | 10.0714683533   <-> 9.20177173615   || 1
mengt           | elektro         | 12.9489173889   <-> 12.6416931152   || 1
elektro         | disco           | 11.3140716553   <-> 11.0157470703   || 1
disco           | house           | 9.86956310272   <-> 8.06124973297   || 1
house           | techno          | 9.66537094116   <-> 8.01781368256   || 1
techno          | en              | 1.66057550907   <-> 1.30335628986   || 1
en              | hiphop          | 7.52738857269   <-> 6.6045088768    || 1
hiphop          | en              | 1.91227781773   <-> 2.29322910309   || 0
en              | meldt           | 11.2941303253   <-> 11.8236789703   || 0
meldt           | zich            | 4.2892203331    <-> 5.66027832031   || 0
zich            | als             | 4.3462934494    <-> 4.28020477295   || 1
als             | de              | 2.01067590714   <-> 2.27373027802   || 0
de              | opvolger        | 9.3393497467    <-> 7.74646997452   || 1
opvolger        | van             | 0.652035593987  <-> 0.616879761219  || 1
van             | Daft            | 11.2944364548   <-> 10.631939888    || 1
Daft            | Punk            | 10.7769880295   <-> 7.83296251297   || 1
Punk            | en              | 2.48658370972   <-> 2.62838125229   || 0
en              | Cassius         | 11.9835634232   <-> 11.6547403336   || 1
Cassius         | </s>            | 2.54241275787   <-> 2.12962675095   || 1
<s>             | een             | 3.38843274117   <-> 3.38660979271   || 1
een             | andere          | 5.12948608398   <-> 4.71561002731   || 1
andere          | <UNK>           | 1.82792520523   <-> 1.85056865215   || 0
<UNK>           | is              | 2.82576918602   <-> 2.65867877007   || 1
is              | de              | 2.74805784225   <-> 2.64880633354   || 1
de              | markante        | 11.5626049042   <-> 11.7272548676   || 0
markante        | Britse          | 7.68575954437   <-> 7.70268392563   || 0
Britse          | DJ              | 8.38958358765   <-> 7.21858406067   || 1
DJ              | <UNK>           | 1.49609649181   <-> 1.74783337116   || 0
<UNK>           | <UNK>           | 1.85281002522   <-> 1.87989735603   || 0
<UNK>           | </s>            | 1.69991397858   <-> 1.42431163788   || 1
<s>             | sinds           | 6.60194969177   <-> 6.63252210617   || 0
sinds           | het             | 2.42124986649   <-> 2.30530881882   || 1
het             | midden          | 5.63176345825   <-> 6.25825023651   || 0
midden          | van             | 0.276368886232  <-> 0.50717830658   || 0
van             | de              | 0.997200965881  <-> 1.00521194935   || 0
de              | jaren           | 3.69058036804   <-> 2.7327029705    || 1
jaren           | zeventig        | 2.28923678398   <-> 1.73540508747   || 1
zeventig        | is              | 2.6406929493    <-> 2.93219399452   || 0
is              | de              | 1.65101516247   <-> 1.57706439495   || 1
de              | voormalige      | 7.61112689972   <-> 6.98606300354   || 1
voormalige      | Schotse         | 9.03543758392   <-> 8.13031578064   || 1
Schotse         | <UNK>           | 1.09634590149   <-> 1.72076463699   || 0
<UNK>           | op              | 4.30010223389   <-> 4.33354473114   || 0
op              | zoek            | 4.05105304718   <-> 3.55898141861   || 1
zoek            | naar            | 0.558078169823  <-> 0.46035951376   || 1
naar            | sterke          | 9.7142534256    <-> 8.97684669495   || 1
sterke          | maar            | 8.72613143921   <-> 8.51291465759   || 1
maar            | <UNK>           | 3.06208825111   <-> 2.4153072834    || 1
<UNK>           | funk            | 9.66589927673   <-> 8.78522491455   || 1
funk            | en              | 2.14585232735   <-> 1.74137985706   || 1
en              | <UNK>           | 1.62777543068   <-> 1.40056431293   || 1
<UNK>           | </s>            | 1.27384376526   <-> 1.15871608257   || 1
<s>             | door            | 5.73524713516   <-> 5.7822842598    || 0
door            | de              | 1.26953136921   <-> 1.18006122112   || 1
de              | zaak            | 7.71196269989   <-> 8.0033197403    || 0
zaak            | exclusief       | 11.7863540649   <-> 11.2367658615   || 1
exclusief       | te              | 4.78653812408   <-> 4.44594669342   || 1
te              | houden          | 5.19065237045   <-> 5.56509017944   || 0
houden          | heeft           | 3.71664357185   <-> 3.97115468979   || 0
heeft           | hij             | 2.14580726624   <-> 2.08787488937   || 1
hij             | in              | 3.4418592453    <-> 3.27294516563   || 1
in              | eigen           | 5.85366916656   <-> 6.13261365891   || 0
eigen           | land            | 3.90593743324   <-> 3.55224347115   || 1
land            | een             | 1.89662408829   <-> 1.8284535408    || 1
een             | fanatiek        | 10.8602371216   <-> 11.0437059402   || 0
fanatiek        | publiek         | 5.48698043823   <-> 5.3726978302    || 1
publiek         | opgebouwd       | 5.97544670105   <-> 6.05276012421   || 0
opgebouwd       | </s>            | 1.00631725788   <-> 1.15292429924   || 0
<s>             | sinds           | 6.73298883438   <-> 6.60888576508   || 1
sinds           | enkele          | 5.98626899719   <-> 5.76413154602   || 1
enkele          | jaren           | 0.991113781929  <-> 0.65450656414   || 1
jaren           | brengt          | 7.16868972778   <-> 7.48540973663   || 0
brengt          | hij             | 2.19658946991   <-> 2.01368808746   || 1
hij             | zijn            | 4.53504323959   <-> 3.91974830627   || 1
zijn            | schatten        | 11.1028738022   <-> 11.8412923813   || 0
schatten        | uit             | 3.92105221748   <-> 3.62637233734   || 1
uit             | op              | 4.58457994461   <-> 3.81325173378   || 1
op              | de              | 1.343272686     <-> 1.2531812191    || 1
de              | <UNK>           | 1.82418978214   <-> 1.99259614944   || 0
<UNK>           | </s>            | 1.37742400169   <-> 1.63429653645   || 0
<s>             | <UNK>           | 2.90319156647   <-> 2.58249592781   || 1
<UNK>           | deep            | 11.7979507446   <-> 11.1600866318   || 1
deep            | funk            | 9.03681373596   <-> 9.48975658417   || 0
funk            | en              | 2.5325088501    <-> 1.84231114388   || 1
en              | wisselt         | 12.3073968887   <-> 11.8528871536   || 1
wisselt         | hij             | 5.55945062637   <-> 4.49742794037   || 1
hij             | druk            | 10.4773387909   <-> 9.97955703735   || 1
druk            | plaatjes        | 13.6606998444   <-> 12.9143314362   || 1
plaatjes        | met             | 2.7019572258    <-> 3.09264826775   || 0
met             | DJ              | 8.81758880615   <-> 9.55456161499   || 0
DJ              | Shadow          | 10.7859716415   <-> 9.84463977814   || 1
Shadow          | </s>            | 1.60854578018   <-> 1.12333142757   || 1
<s>             | opmerkelijk     | 8.8634929657    <-> 8.62862491608   || 1
opmerkelijk     | is              | 1.73115408421   <-> 1.32141757011   || 1
is              | het             | 2.77420639992   <-> 2.24550819397   || 1
het             | zware           | 9.46307659149   <-> 8.98012924194   || 1
zware           | accent          | 7.48690605164   <-> 8.21208286285   || 0
accent          | dat             | 3.82050037384   <-> 2.76350617409   || 1
dat             | gelegd          | 14.3861255646   <-> 14.6627893448   || 0
gelegd          | wordt           | 2.90095376968   <-> 2.49686813354   || 1
wordt           | op              | 2.88167095184   <-> 2.80270195007   || 1
op              | drum'n'bass     | 11.6597585678   <-> 11.2236661911   || 1
drum'n'bass     | </s>            | 1.07568025589   <-> 1.22204494476   || 0
<s>             | de              | 1.96400415897   <-> 1.8714902401    || 1
de              | snelle          | 8.33245277405   <-> 8.25553512573   || 1
snelle          | en              | 5.29965782166   <-> 6.11522531509   || 0
en              | technisch       | 9.37997817993   <-> 8.24414348602   || 1
technisch       | behoorlijk      | 10.6847667694   <-> 9.82222557068   || 1
behoorlijk      | ingenieuze      | 10.3194904327   <-> 10.0565690994   || 1
ingenieuze      | <UNK>           | 1.50215816498   <-> 1.58127057552   || 0
<UNK>           | was             | 4.26289463043   <-> 4.61117315292   || 0
was             | immers          | 6.20009422302   <-> 6.15471220016   || 1
immers          | al              | 4.16262102127   <-> 3.64489483833   || 1
al              | opgegeven       | 11.0330963135   <-> 11.1772537231   || 0
opgegeven       | </s>            | 0.826590061188  <-> 0.757824897766  || 1
<s>             | de              | 1.9009950161    <-> 1.88864254951   || 1
de              | mislukte        | 10.4521627426   <-> 9.90347385406   || 1
mislukte        | poging          | 7.86231327057   <-> 7.24156570435   || 1
poging          | om              | 2.0611140728    <-> 2.45841598511   || 0
om              | het             | 2.56290197372   <-> 2.43256092072   || 1
het             | brede           | 8.19889068604   <-> 8.51613235474   || 0
brede           | publiek         | 3.8225839138    <-> 3.25474405289   || 1
publiek         | te              | 1.31620025635   <-> 2.04684996605   || 0
te              | bereiken        | 5.30295848846   <-> 4.497133255     || 1
bereiken        | is              | 1.96280145645   <-> 1.8457583189    || 1
is              | echter          | 6.15384483337   <-> 5.28646183014   || 1
echter          | een             | 2.24948310852   <-> 2.25693416595   || 0
een             | creatieve       | 8.48714256287   <-> 8.21546554565   || 1
creatieve       | zegen           | 9.59979248047   <-> 8.77198600769   || 1
zegen           | gebleken        | 10.4162683487   <-> 9.30654811859   || 1
gebleken        | </s>            | 1.01834952831   <-> 0.677985668182  || 1
<s>             | in              | 3.24750971794   <-> 3.25730276108   || 0
in              | de              | 1.16724169254   <-> 1.22788250446   || 0
de              | ondergrond      | 9.10401725769   <-> 9.13514900208   || 0
ondergrond      | <UNK>           | 3.73309803009   <-> 3.45373630524   || 1
<UNK>           | en              | 4.28903150558   <-> 3.25672841072   || 1
en              | <UNK>           | 2.24269151688   <-> 1.64873242378   || 1
<UNK>           | het             | 4.35324764252   <-> 4.80702400208   || 0
het             | als             | 6.47187614441   <-> 7.09177780151   || 0
als             | nooit           | 7.29670524597   <-> 8.13511180878   || 0
nooit           | tevoren         | 8.6166229248    <-> 8.83815193176   || 0
tevoren         | en              | 3.89541101456   <-> 3.94695925713   || 0
en              | wordt           | 6.1343960762    <-> 5.7219748497    || 1
wordt           | een             | 2.73327088356   <-> 2.93058300018   || 0
een             | nieuwe          | 4.73445415497   <-> 4.52599954605   || 1
nieuwe          | sprong          | 9.40028476715   <-> 8.11732959747   || 1
sprong          | voorwaarts      | 7.90311765671   <-> 6.69738864899   || 1
voorwaarts      | voorbereid      | 8.70467853546   <-> 8.25858306885   || 1
voorbereid      | </s>            | 0.693974733353  <-> 0.534427881241  || 1
<s>             | ten             | 7.35170936584   <-> 7.27403116226   || 1
ten             | days            | 11.1419687271   <-> 11.9006910324   || 0
days            | off             | 10.9951477051   <-> 10.417924881    || 1
off             | gaat            | 6.56465244293   <-> 5.63135433197   || 1
gaat            | evenveel        | 9.77502155304   <-> 9.88871860504   || 0
evenveel        | naar            | 4.56360816956   <-> 4.84957313538   || 0
naar            | toen            | 8.89482784271   <-> 8.01413917542   || 1
toen            | als             | 5.83646392822   <-> 5.61275529861   || 1
als             | naar            | 8.34681987762   <-> 7.05910968781   || 1
naar            | straks          | 11.5806722641   <-> 10.9296560287   || 1
straks          | </s>            | 4.22463798523   <-> 3.85983967781   || 1
<s>             | hoewel          | 7.0067987442    <-> 6.80891084671   || 1
hoewel          | de              | 1.80626237392   <-> 1.48660218716   || 1
de              | elektronica     | 9.8646364212    <-> 9.85653400421   || 1
elektronica     | wordt           | 4.8603849411    <-> 5.46549415588   || 0
wordt           | voorgesteld     | 6.18542385101   <-> 5.29706764221   || 1
voorgesteld     | als             | 4.52485466003   <-> 3.74957180023   || 1
als             | een             | 2.53906965256   <-> 2.41747617722   || 1
een             | snoepje         | 10.1656341553   <-> 9.4614906311    || 1
snoepje         | van             | 2.21884965897   <-> 2.7246863842    || 0
van             | hier            | 8.0804233551    <-> 8.40550518036   || 0
hier            | en              | 3.4150352478    <-> 3.45313024521   || 0
en              | nu              | 5.9785118103    <-> 5.79849529266   || 1
nu              | heeft           | 5.45593833923   <-> 5.11189174652   || 1
heeft           | ze              | 2.68023538589   <-> 3.35575342178   || 0
ze              | een             | 2.08176827431   <-> 2.27554059029   || 0
een             | lange           | 6.29585599899   <-> 5.74608564377   || 1
lange           | geschiedenis    | 7.05782556534   <-> 7.11741828918   || 0
geschiedenis    | </s>            | 2.24586296082   <-> 2.35946798325   || 0
<s>             | de              | 2.02287578583   <-> 1.91376066208   || 1
de              | grote           | 5.2920665741    <-> 5.2950501442    || 0
grote           | aandacht        | 7.00022506714   <-> 6.84101438522   || 1
aandacht        | zorgt           | 6.92231321335   <-> 7.59551906586   || 0
zorgt           | ervoor          | 3.67337226868   <-> 3.1669549942    || 1
ervoor          | dat             | 0.691851437092  <-> 0.663132429123  || 1
dat             | de              | 1.58858704567   <-> 1.41096556187   || 1
de              | pioniers        | 9.93881797791   <-> 10.4720306396   || 0
pioniers        | mogen           | 9.09708499908   <-> 8.58184337616   || 1
mogen           | en              | 5.54281139374   <-> 5.22113513947   || 1
en              | durven          | 8.79360198975   <-> 9.04444217682   || 0
durven          | buitenkomen     | 12.6088399887   <-> 12.4238395691   || 1
buitenkomen     | </s>            | 1.14053273201   <-> 1.13316917419   || 1
<s>             | zo              | 5.00561475754   <-> 4.92538833618   || 1
zo              | maakt           | 6.03301620483   <-> 5.0953001976    || 1
maakt           | de              | 1.6327958107    <-> 1.38806426525   || 1
de              | Amerikaanse     | 5.87919712067   <-> 5.88794898987   || 0
Amerikaanse     | oud-strijder    | 12.5375270844   <-> 11.5530118942   || 1
oud-strijder    | François       | 9.03675174713   <-> 8.337059021     || 1
François       | </s>            | 5.34482288361   <-> 5.71739768982   || 0
<s>             | <UNK>           | 3.11381959915   <-> 2.99710273743   || 1
<UNK>           | zijn            | 4.22391986847   <-> 4.27462625504   || 0
zijn            | debuut          | 8.21319675446   <-> 8.34898090363   || 0
debuut          | op              | 3.09901547432   <-> 3.07593488693   || 1
op              | Belgische       | 8.90779304504   <-> 8.28284358978   || 1
Belgische       | bodem           | 4.95081043243   <-> 3.81998252869   || 1
bodem           | </s>            | 0.870736300945  <-> 1.1532074213    || 0
<s>             | de              | 1.8083460331    <-> 1.93871831894   || 0
de              | man             | 5.20024204254   <-> 5.47827339172   || 0
man             | maakte          | 5.64179182053   <-> 5.9254655838    || 0
maakte          | gezwind         | 12.0912885666   <-> 11.384885788    || 1
gezwind         | de              | 3.04636049271   <-> 3.08614397049   || 0
de              | overstap        | 8.97132492065   <-> 9.55275440216   || 0
overstap        | van             | 1.2608319521    <-> 1.12138271332   || 1
van             | disco           | 11.6025238037   <-> 11.1661128998   || 1
disco           | naar            | 4.54526901245   <-> 4.45717573166   || 1
naar            | house           | 10.2314243317   <-> 9.74190330505   || 1
house           | en              | 1.40657103062   <-> 1.28939545155   || 1
en              | zag             | 8.52093505859   <-> 9.28032588959   || 0
zag             | zeer            | 7.99699306488   <-> 7.43802642822   || 1
zeer            | vroeg           | 7.81023693085   <-> 7.49255180359   || 1
vroeg           | het             | 3.95890283585   <-> 4.58211135864   || 0
het             | nut             | 8.49924087524   <-> 7.43097019196   || 1
nut             | van             | 0.604116201401  <-> 0.582326829433  || 1
van             | remixen         | 12.7930984497   <-> 12.9544935226   || 0
remixen         | in              | 3.00520920753   <-> 3.03478050232   || 0
in              | </s>            | 2.84640240669   <-> 4.18786668777   || 0
<s>             | <UNK>           | 2.82487440109   <-> 2.93098020554   || 0
<UNK>           | werkte          | 7.25067329407   <-> 7.1576590538    || 1
werkte          | zowel           | 7.19038295746   <-> 6.86548709869   || 1
zowel           | met             | 4.00007247925   <-> 3.2646009922    || 1
met             | Kraftwerk       | 12.4596920013   <-> 11.4385375977   || 1
Kraftwerk       | als             | 4.64182376862   <-> 4.25008869171   || 1
als             | met             | 5.83674430847   <-> 6.23693370819   || 0
met             | Diana           | 10.7833070755   <-> 9.90705394745   || 1
Diana           | Ross            | 10.1686172485   <-> 9.51123142242   || 1
Ross            | en              | 3.12833309174   <-> 2.64482879639   || 1
en              | wordt           | 7.02162027359   <-> 7.57477903366   || 0
wordt           | tot             | 5.94550848007   <-> 5.7708940506    || 1
tot             | de              | 2.21008062363   <-> 2.1214466095    || 1
de              | beste           | 5.61776065826   <-> 4.28308105469   || 1
beste           | dj's            | 9.93999767303   <-> 10.3407917023   || 0
dj's            | aller           | 7.72077512741   <-> 7.53631830215   || 1
aller           | tijden          | 2.48683023453   <-> 0.301470607519  || 1
tijden          | gerekend        | 8.85667133331   <-> 8.63671779633   || 1
gerekend        | </s>            | 0.49937492609   <-> 0.460193991661  || 1
<s>             | mooi            | 8.62407207489   <-> 8.66707229614   || 0
mooi            | <UNK>           | 2.15040373802   <-> 3.29690670967   || 0
<UNK>           | </s>            | 2.66013383865   <-> 2.76168632507   || 0
<s>             | een             | 3.18470668793   <-> 3.43660330772   || 0
een             | hogedrukgebied  | 8.92953968048   <-> 9.16444683075   || 0
hogedrukgebied  | neemt           | 7.70805120468   <-> 7.45021438599   || 1
neemt           | het             | 3.06168341637   <-> 2.80978822708   || 1
het             | heft            | 8.53014755249   <-> 7.77447414398   || 1
heft            | in              | 2.52692556381   <-> 2.3191754818    || 1
in              | handen          | 5.81828594208   <-> 5.2499332428    || 1
handen          | en              | 2.94323825836   <-> 2.18778705597   || 1
en              | bezorgt         | 10.6155090332   <-> 10.0360126495   || 1
bezorgt         | West-Europa     | 12.5408325195   <-> 10.8709697723   || 1
West-Europa     | een             | 2.67988944054   <-> 2.42873382568   || 1
een             | rustige         | 7.92151260376   <-> 7.49555635452   || 1
rustige         | en              | 5.33427047729   <-> 5.25126695633   || 1
en              | mooie           | 6.68184757233   <-> 5.82383012772   || 1
mooie           | periode         | 6.33042621613   <-> 6.14895629883   || 1
periode         | </s>            | 1.54010820389   <-> 1.31442213058   || 1
<s>             | onder           | 6.45342636108   <-> 6.40999794006   || 1
onder           | aanvoer         | 12.264550209    <-> 13.3984279633   || 0
aanvoer         | van             | 0.576046288013  <-> 0.373395770788  || 1
van             | een             | 2.52156996727   <-> 2.66245293617   || 0
een             | zuidelijke      | 9.88446998596   <-> 9.56061077118   || 1
zuidelijke      | stroming        | 6.84764051437   <-> 5.36408281326   || 1
stroming        | is              | 2.67008209229   <-> 2.78373336792   || 0
is              | de              | 1.65829312801   <-> 1.79376935959   || 0
de              | zon             | 4.73287630081   <-> 4.41530704498   || 1
zon             | van             | 3.64918136597   <-> 2.6744453907    || 1
van             | de              | 1.29910731316   <-> 1.13540446758   || 1
de              | partij          | 8.03689002991   <-> 9.21451854706   || 0
partij          | en              | 2.88854408264   <-> 3.18468260765   || 0
en              | komt            | 6.60259532928   <-> 6.90353870392   || 0
komt            | de              | 2.71793651581   <-> 2.01767706871   || 1
de              | twintig         | 7.72622013092   <-> 7.67440986633   || 1
twintig         | <UNK>           | 3.08138084412   <-> 2.91650056839   || 1
<UNK>           | binnen          | 6.14383029938   <-> 6.42338752747   || 0
binnen          | handbereik      | 8.13958263397   <-> 6.45740556717   || 1
handbereik      | </s>            | 0.602181971073  <-> 0.584344029427  || 1
<s>             | krijgen         | 9.90458011627   <-> 10.2343826294   || 0
krijgen         | we              | 2.60670018196   <-> 2.04495096207   || 1
we              | een             | 2.52760004997   <-> 2.72818207741   || 0
een             | onvervalste     | 9.69700717926   <-> 8.85828018188   || 1
onvervalste     | mooie           | 7.48132991791   <-> 7.46849822998   || 1
mooie           | <UNK>           | 1.84602475166   <-> 1.92538118362   || 0
<UNK>           | </s>            | 1.37075996399   <-> 1.14313268661   || 1
<s>             | de              | 2.05505800247   <-> 1.83156001568   || 1
de              | atmosfeer       | 7.99575471878   <-> 7.33872413635   || 1
atmosfeer       | gaat            | 4.80307579041   <-> 4.85759735107   || 0
gaat            | enkele          | 7.28285360336   <-> 6.99080657959   || 1
enkele          | dagen           | 3.29885172844   <-> 2.9143447876    || 1
dagen           | de              | 4.34062576294   <-> 4.53124237061   || 0
de              | rustige         | 9.68736457825   <-> 8.95213127136   || 1
rustige         | toer            | 7.87615060806   <-> 6.83110809326   || 1
toer            | op              | 2.44285941124   <-> 2.29931020737   || 1
op              | </s>            | 1.53279066086   <-> 1.43194568157   || 1
<s>             | de              | 2.03852963448   <-> 1.78516197205   || 1
de              | dag             | 6.0792131424    <-> 4.90289211273   || 1
dag             | begint          | 5.92450761795   <-> 5.11518573761   || 1
begint          | met             | 3.54364013672   <-> 2.91338706017   || 1
met             | wat             | 5.57991504669   <-> 4.80238008499   || 1
wat             | nevel           | 7.51940727234   <-> 6.18956565857   || 1
nevel           | of              | 3.41451597214   <-> 3.05515241623   || 1
of              | verspreid       | 9.54150390625   <-> 10.1158809662   || 0
verspreid       | enkele          | 9.3579750061    <-> 7.73729038239   || 1
enkele          | mistbanken      | 5.46821498871   <-> 5.07167243958   || 1
mistbanken      | die             | 4.63948440552   <-> 4.89426755905   || 0
die             | op              | 4.01272439957   <-> 3.80568957329   || 1
op              | de              | 1.4246070385    <-> 1.29867565632   || 1
de              | weg             | 5.28190279007   <-> 4.788646698     || 1
weg             | verraderlijk    | 14.6963233948   <-> 13.8963880539   || 1
verraderlijk    | uit             | 6.31554222107   <-> 6.08292865753   || 1
uit             | de              | 1.28304076195   <-> 1.10656344891   || 1
de              | hoek            | 6.13686466217   <-> 5.40040445328   || 1
hoek            | kunnen          | 3.75145578384   <-> 4.31586456299   || 0
kunnen          | komen           | 3.44973611832   <-> 2.86966013908   || 1
komen           | </s>            | 0.421729207039  <-> 0.317925602198  || 1
<s>             | al              | 5.70101928711   <-> 5.47323513031   || 1
al              | vrij            | 7.89137172699   <-> 7.67622184753   || 1
vrij            | snel            | 5.04371500015   <-> 5.12682294846   || 0
snel            | maakt           | 7.0382232666    <-> 6.2361125946    || 1
maakt           | de              | 1.66789233685   <-> 1.31393969059   || 1
de              | zon             | 3.99326705933   <-> 3.20659351349   || 1
zon             | op              | 3.69188022614   <-> 3.64259696007   || 1
op              | deze            | 5.61517620087   <-> 4.83538770676   || 1
deze            | laatste         | 6.2585144043    <-> 5.7442407608    || 1
laatste         | dag             | 3.63301181793   <-> 3.07009267807   || 1
dag             | van             | 3.63857007027   <-> 3.47889661789   || 1
van             | september       | 8.44616317749   <-> 8.26283454895   || 1
september       | er              | 6.52909517288   <-> 6.40109539032   || 1
er              | werk            | 8.14792633057   <-> 8.35490131378   || 0
werk            | van             | 2.33041858673   <-> 2.43209791183   || 0
van             | om              | 5.03601264954   <-> 6.58448028564   || 0
om              | het             | 2.65264415741   <-> 2.48660707474   || 1
het             | ochtendgrijs    | 8.08729553223   <-> 6.09040641785   || 1
ochtendgrijs    | op              | 2.78772187233   <-> 2.85794448853   || 0
op              | te              | 0.979498744011  <-> 1.75233769417   || 0
te              | lossen          | 3.89739060402   <-> 2.92034959793   || 1
lossen          | en              | 2.62822008133   <-> 2.8875451088    || 0
en              | dan             | 4.20548629761   <-> 4.01169013977   || 1
dan             | heeft           | 5.79106712341   <-> 5.40714740753   || 1
heeft           | ze              | 2.97489333153   <-> 3.09865427017   || 0
ze              | het             | 3.15996146202   <-> 3.15639448166   || 1
het             | firmament       | 11.8277931213   <-> 11.6199159622   || 1
firmament       | helemaal        | 6.44277143478   <-> 6.08398199081   || 1
helemaal        | voor            | 4.26609373093   <-> 4.27631950378   || 0
voor            | zich            | 5.79140710831   <-> 5.92332458496   || 0
zich            | alleen          | 5.54457807541   <-> 5.90209102631   || 0
alleen          | </s>            | 2.58316206932   <-> 2.34674906731   || 1
<s>             | de              | 2.07235169411   <-> 1.85125601292   || 1
de              | vochtige        | 10.6402330399   <-> 10.1840171814   || 1
vochtige        | zeelucht        | 11.4753913879   <-> 8.52058696747   || 1
zeelucht        | van             | 3.93272399902   <-> 1.66327655315   || 1
van             | de              | 1.33328473568   <-> 0.895087838173  || 1
de              | Noordzee        | 6.63383293152   <-> 5.83682346344   || 1
Noordzee        | wordt           | 3.40029859543   <-> 3.1219727993    || 1
wordt           | namelijk        | 7.17638397217   <-> 7.57214069366   || 0
namelijk        | de              | 3.34564638138   <-> 3.23357892036   || 1
de              | pas             | 8.53390884399   <-> 8.85325241089   || 0
pas             | afgesneden      | 10.2905244827   <-> 8.96077346802   || 1
afgesneden      | door            | 4.36495018005   <-> 3.19163870811   || 1
door            | een             | 2.05365180969   <-> 2.34476947784   || 0
een             | zwakke          | 5.60287046432   <-> 5.52573823929   || 1
zwakke          | stroming        | 6.39442825317   <-> 4.31970739365   || 1
stroming        | vanaf           | 8.29225444794   <-> 7.24126338959   || 1
vanaf           | het             | 3.50209641457   <-> 2.8545293808    || 1
het             | Europese        | 7.59029006958   <-> 8.3020362854    || 0
Europese        | continent       | 6.39922046661   <-> 3.58899235725   || 1
continent       | </s>            | 0.364143848419  <-> 0.56033039093   || 0
<s>             | langs           | 7.89067268372   <-> 7.4676823616    || 1
langs           | een             | 2.91439533234   <-> 2.61989307404   || 1
een             | staalblauwe     | 11.2827539444   <-> 9.75276947021   || 1
staalblauwe     | lucht           | 5.43489456177   <-> 4.97912359238   || 1
lucht           | schittert       | 11.937210083    <-> 10.2948455811   || 1
schittert       | de              | 2.16374707222   <-> 1.58340978622   || 1
de              | zon             | 3.42688274384   <-> 2.8376531601    || 1
zon             | dan             | 4.58064842224   <-> 5.62588691711   || 0
dan             | ook             | 3.23083281517   <-> 3.1911945343    || 1
ook             | tot             | 5.18011379242   <-> 4.57668781281   || 1
tot             | aan             | 6.0374212265    <-> 6.20386743546   || 0
aan             | zonsondergang   | 11.2796516418   <-> 9.73519992828   || 1
zonsondergang   | en              | 2.4877140522    <-> 2.60111713409   || 0
en              | duwt            | 10.4550952911   <-> 9.9709815979    || 1
duwt            | het             | 2.46611118317   <-> 2.15082979202   || 1
het             | kwik            | 2.46057128906   <-> 2.06864762306   || 1
kwik            | naar            | 4.43572902679   <-> 2.87957954407   || 1
naar            | aangename       | 10.8406133652   <-> 9.50633049011   || 1
aangename       | waarden         | 5.42841434479   <-> 5.14706516266   || 1
waarden         | van             | 3.51626586914   <-> 3.06601691246   || 1
van             | zeventien       | 6.29186820984   <-> 6.55665302277   || 0
zeventien       | graden          | 0.815059900284  <-> 0.79295372963   || 1
graden          | in              | 3.20802545547   <-> 2.7066514492    || 1
in              | de              | 1.18558657169   <-> 1.41989982128   || 0
de              | Ardennen        | 1.32907438278   <-> 0.794528901577  || 1
Ardennen        | en              | 1.74856901169   <-> 2.08185052872   || 0
en              | naar            | 5.05211639404   <-> 6.06169176102   || 0
naar            | negentien       | 5.06300783157   <-> 4.55189800262   || 1
negentien       | à              | 8.28210258484   <-> 9.16499423981   || 0
à              | twintig         | 3.81219482422   <-> 4.26828145981   || 0
twintig         | graden          | 1.18746316433   <-> 1.1897187233    || 0
graden          | in              | 3.1460609436    <-> 2.97255444527   || 1
in              | Vlaanderen      | 4.10350513458   <-> 4.26415205002   || 0
Vlaanderen      | </s>            | 0.515810072422  <-> 0.466928839684  || 1
<s>             | er              | 4.07831954956   <-> 3.81108570099   || 1
er              | is              | 1.80422580242   <-> 1.65108883381   || 1
is              | nauwelijks      | 6.3057808876    <-> 6.28325462341   || 1
nauwelijks      | wind            | 5.2828540802    <-> 6.08849477768   || 0
wind            | uit             | 4.79044342041   <-> 4.02272033691   || 1
uit             | een             | 2.80435562134   <-> 2.72565603256   || 1
